"                         Caixa Econômica Federal",,,,
"                              GovConta Caixa",,,,
"                     Extrato das Contas Individuais",,,,
,,,,
"Conta de Referência..: 0316/006/00624053-1 FUNDO MUNICIPAL DE SAUDE        ",,,,
"Data de Solicitação..: 11/05/2021 04:14:49 PM",,,,
"Data de Referência...: 01/03/2020 - 31/03/2020",,,,
,,,,
"Data Mov",Nr.Doc,Histórico,"Valor (R$)","Saldo (R$)"
2020/06/23,135867,"ENVIO TED","170,50D","2.504,64D"
2020/06/23,727220,"RESG AUTOM",2504.64,0
2020/06/24,160438,"ENVIO TED","12.560,50D","12.560,50D"
2020/06/24,160706,"ENVIO TED","12.560,50D","25.121,00D"
2020/06/24,727220,"RESG AUTOM",25121,0
2020/06/25,107426,"ENVIO TED","61,95D","61,95D"
2020/06/25,107772,"ENVIO TED","305,55D","367,50D"
2020/06/25,142215,"ENVIO TED","10.884,00D","11.251,50D"
2020/06/25,142697,"ENVIO TED","271.550,06D","282.801,56D"
2020/06/25,143329,"ENVIO TED","5.423,43D","288.224,99D"
2020/06/25,144259,"ENVIO TED","1.938,00D","290.162,99D"
2020/06/25,144773,"ENVIO TED","6.042,00D","296.204,99D"
2020/06/25,145431,"ENVIO TED","289,00D","296.493,99D"
2020/06/25,146008,"ENVIO TED","238,00D","296.731,99D"
2020/06/25,147270,"ENVIO TED","15.897,25D","312.629,24D"
2020/06/25,147588,"ENVIO TED","90,00D","312.719,24D"
2020/06/25,147985,"ENVIO TED","870,00D","313.589,24D"
2020/06/25,148807,"ENVIO TED","115,00D","313.704,24D"
2020/06/25,149685,"ENVIO TED","5.491,00D","319.195,24D"
2020/06/25,150951,"ENVIO TED","412,20D","319.607,44D"
2020/06/25,152008,"ENVIO TED","235,00D","319.842,44D"
2020/06/25,152499,"ENVIO TED","2.820,00D","322.662,44D"
2020/06/25,152911,"ENVIO TED","3.545,40D","326.207,84D"
2020/06/25,153216,"ENVIO TED","1.102,00D","327.309,84D"
2020/06/25,153857,"ENVIO TED","1.351,56D","328.661,40D"
2020/06/25,155671,"ENVIO TED","2.784,00D","331.445,40D"
2020/06/25,156444,"ENVIO TED","1.945,00D","333.390,40D"
2020/06/25,156878,"ENVIO TED","3.890,00D","337.280,40D"
2020/06/25,157397,"ENVIO TED","875,00D","338.155,40D"
2020/06/25,251006,"ENVIO TEV","113,62D","338.269,02D"
2020/06/25,251053,"ENVIO TEV","873,00D","339.142,02D"
2020/06/25,727220,"RESG AUTOM",339142.02,0
2020/06/29,171224,"ENVIO TED","3.105,97D","3.105,97D"
2020/06/29,180288,"ENVIO TED","1.276,80D","4.382,77D"
2020/06/29,181823,"ENVIO TED","1.170,00D","5.552,77D"
2020/06/29,182272,"ENVIO TED","902,00D","6.454,77D"
2020/06/29,182723,"ENVIO TED","9.968,34D","16.423,11D"
2020/06/29,183200,"ENVIO TED","30.547,75D","46.970,86D"
2020/06/29,183714,"ENVIO TED","3.509,20D","50.480,06D"
2020/06/29,184347,"ENVIO TED","12.282,19D","62.762,25D"
2020/06/29,184846,"ENVIO TED","19.982,63D","82.744,88D"
2020/06/29,186604,"ENVIO TED","39.965,29D","122.710,17D"
2020/06/29,187300,"ENVIO TED","71.738,78D","194.448,95D"
2020/06/29,188881,"ENVIO TED","3.019,80D","197.468,75D"
2020/06/29,190806,"ENVIO TED","3.019,80D","200.488,55D"
2020/06/29,191451,"ENVIO TED","3.019,80D","203.508,35D"
2020/06/29,192279,"ENVIO TED","17.002,51D","220.510,86D"
2020/06/29,196197,"ENVIO TED","3.019,80D","223.530,66D"
2020/06/29,290926,"ENVIO TEV","680,00D","224.210,66D"
2020/06/29,291008,"ENVIO TEV","2.208.000,00D","2.432.210,66D"
2020/06/29,291008,"ENVIO TEV","3.019,80D","2.435.230,46D"
2020/06/29,291008,"ENVIO TEV","82.260,00D","2.517.490,46D"
2020/06/29,291008,"ENVIO TEV","280.671,25D","2.798.161,71D"
2020/06/29,291045,"ENVIO TEV","6.050,00D","2.804.211,71D"
2020/06/29,727220,"RESG AUTOM",2804211.71,0
2020/06/30,-,"SALDO FINAL",-,0
"                         Caixa Econômica Federal",,,,
"                              GovConta Caixa",,,,
"                     Extrato das Contas Individuais",,,,
,,,,
"Conta de Referência..: 0316/006/00624053-1 FUNDO MUNICIPAL DE SAUDE        ",,,,
"Data de Solicitação..: 11/05/2021 04:37:05 PM",,,,
"Data de Referência...: 01/07/2020 - 31/07/2020",,,,
,,,,
"Data Mov",Nr.Doc,Histórico,"Valor (R$)","Saldo (R$)"
2020/07/01,-,"SALDO ANTERIOR",-,0
2020/07/01,11022,"ENVIO TEV","206,36D","206,36D"
2020/07/01,11022,"ENVIO TEV","3.881,88D","4.088,24D"
2020/07/01,108305,"ENVIO TED","2.625,01D","6.713,25D"
2020/07/01,108851,"ENVIO TED","880,60D","7.593,85D"
2020/07/01,116202,"ENVIO TED","15.600,00D","23.193,85D"
2020/07/01,119711,"ENVIO TED","2.040,00D","25.233,85D"
2020/07/01,121904,"ENVIO TED","1.470,00D","26.703,85D"
2020/07/01,123434,"ENVIO TED","6.795,35D","33.499,20D"
2020/07/01,123834,"ENVIO TED","62,50D","33.561,70D"
2020/07/01,124165,"ENVIO TED","3.162,50D","36.724,20D"
2020/07/01,124605,"ENVIO TED","1.317,30D","38.041,50D"
2020/07/01,126409,"ENVIO TED","123.840,00D","161.881,50D"
2020/07/01,126461,"ENVIO TED","14.895,66D","176.777,16D"
2020/07/01,126694,"ENVIO TED","3.480,00D","180.257,16D"
2020/07/01,127016,"ENVIO TED","19.310,02D","199.567,18D"
2020/07/01,127467,"ENVIO TED","12.152,70D","211.719,88D"
2020/07/01,128064,"ENVIO TED","500.000,00D","711.719,88D"
2020/07/01,129204,"ENVIO TED","205.381,34D","917.101,22D"
2020/07/01,137595,"ENVIO TED","2.390,00D","919.491,22D"
2020/07/01,727220,"RESG AUTOM",919491.22,0
2020/07/02,1,"CRED TED",8424318.9,8424318.9
2020/07/02,1,"CRED TED",146475,8570793.9
2020/07/02,1,"CRED TED",29260,8600053.9
2020/07/02,1,"CRED TED",28944.09,8628997.99
2020/07/02,990001,"APL AUTOM","8.628.997,99D",0
2020/07/03,1,"CRED TED",1540,1540
2020/07/03,1,"CRED TED",204243.98,205783.98
2020/07/03,31306,"ENVIO TEV","191.940,00D",13843.98
2020/07/03,31306,"ENVIO TEV","247.872,16D","234.028,18D"
2020/07/03,31306,"ENVIO TEV","150.000,00D","384.028,18D"
2020/07/03,134842,"ENVIO TED","3.374,80D","387.402,98D"
2020/07/03,135330,"ENVIO TED","981,07D","388.384,05D"
2020/07/03,135943,"ENVIO TED","1.876,20D","390.260,25D"
2020/07/03,136735,"ENVIO TED","4.545,00D","394.805,25D"
2020/07/03,137312,"ENVIO TED","2.964,00D","397.769,25D"
2020/07/03,137710,"ENVIO TED","952,00D","398.721,25D"
2020/07/03,138728,"ENVIO TED","1.080,00D","399.801,25D"
2020/07/03,140704,"ENVIO TED","287,22D","400.088,47D"
2020/07/03,141186,"ENVIO TED","287,24D","400.375,71D"
2020/07/03,141933,"ENVIO TED","155.225,40D","555.601,11D"
2020/07/03,142574,"ENVIO TED","300,00D","555.901,11D"
2020/07/03,143083,"ENVIO TED","108,30D","556.009,41D"
2020/07/03,143546,"ENVIO TED","175,00D","556.184,41D"
2020/07/03,144052,"ENVIO TED","35,00D","556.219,41D"
2020/07/03,144550,"ENVIO TED","1.149,26D","557.368,67D"
2020/07/03,145541,"ENVIO TED","10.336,59D","567.705,26D"
2020/07/03,147098,"ENVIO TED","8.585,00D","576.290,26D"
2020/07/03,147460,"ENVIO TED","505,00D","576.795,26D"
2020/07/03,147898,"ENVIO TED","120,00D","576.915,26D"
2020/07/03,156425,"ENVIO TED","680,00D","577.595,26D"
2020/07/03,156938,"ENVIO TED","348,00D","577.943,26D"
2020/07/03,157779,"ENVIO TED","2.038,20D","579.981,46D"
2020/07/03,727220,"RESG AUTOM",579981.46,0
2020/07/06,1,"CRED TED",18700,18700
2020/07/06,1,"CRED TED",7500,26200
2020/07/06,1,"CRED TED",169400,195600
2020/07/06,1,"CRED TED",851540.68,1047140.68
2020/07/06,1,"CRED TED",207735.33,1254876.01
2020/07/06,1,"CRED TED",3000,1257876.01
2020/07/06,1,"CRED TED",30872.13,1288748.14
2020/07/06,1,"CRED TED",20960.49,1309708.63
2020/07/06,990001,"APL AUTOM","1.309.708,63D",0
2020/07/07,71026,"ENVIO TEV","500.000,00D","500.000,00D"
2020/07/07,71026,"ENVIO TEV","67.987,50D","567.987,50D"
2020/07/07,71141,"ENVIO TEV","220.534,10D","788.521,60D"
2020/07/07,100596,"ENVIO TED","12.560,50D","801.082,10D"
2020/07/07,101168,"ENVIO TED","12.560,50D","813.642,60D"
2020/07/07,102066,"ENVIO TED","412,41D","814.055,01D"
2020/07/07,104340,"ENVIO TED","39.672,52D","853.727,53D"
2020/07/07,105498,"ENVIO TED","11.736,39D","865.463,92D"
2020/07/07,106670,"ENVIO TED","36.846,57D","902.310,49D"
2020/07/07,107537,"ENVIO TED","139.878,49D","1.042.188,98D"
2020/07/07,108534,"ENVIO TED","12.654,67D","1.054.843,65D"
2020/07/07,120027,"ENVIO TED","71.278,08D","1.126.121,73D"
2020/07/07,171273,"ENVIO TED","3.000,00D","1.129.121,73D"
2020/07/07,172236,"ENVIO TED","749,81D","1.129.871,54D"
2020/07/07,173460,"ENVIO TED","2.886,00D","1.132.757,54D"
2020/07/07,174228,"ENVIO TED","9.487,50D","1.142.245,04D"
2020/07/07,174881,"ENVIO TED","1.547,50D","1.143.792,54D"
2020/07/07,185845,"ENVIO TED","970,00D","1.144.762,54D"
2020/07/07,187829,"ENVIO TED","125,00D","1.144.887,54D"
2020/07/07,188324,"ENVIO TED","1.238,14D","1.146.125,68D"
2020/07/07,190067,"ENVIO TED","19.850,00D","1.165.975,68D"
2020/07/07,193452,"ENVIO TED","2.691,17D","1.168.666,85D"
2020/07/07,194490,"ENVIO TED","5.132,36D","1.173.799,21D"
2020/07/07,196400,"ENVIO TED","9.975,85D","1.183.775,06D"
2020/07/07,197005,"ENVIO TED","7.756,86D","1.191.531,92D"
2020/07/07,197674,"ENVIO TED","1.650,00D","1.193.181,92D"
2020/07/07,198316,"ENVIO TED","8.961,10D","1.202.143,02D"
2020/07/07,199093,"ENVIO TED","6.655,92D","1.208.798,94D"
2020/07/07,199721,"ENVIO TED","8.317,00D","1.217.115,94D"
2020/07/07,727220,"RESG AUTOM",1217115.94,0
2020/07/09,594492,"PAG FONE","296,93D","296,93D"
2020/07/09,90915,"ENVIO TEV","52.636,77D","52.933,70D"
2020/07/09,90924,"ENVIO TEV","998.467,67D","1.051.401,37D"
2020/07/09,90924,"ENVIO TEV","88.595,17D","1.139.996,54D"
2020/07/09,131371,"ENVIO TED","175.000,00D","1.314.996,54D"
2020/07/09,131474,"ENVIO TED","7.263,14D","1.322.259,68D"
2020/07/09,131542,"ENVIO TED","201.064,57D","1.523.324,25D"
2020/07/09,131632,"ENVIO TED","12.302,40D","1.535.626,65D"
2020/07/09,131699,"ENVIO TED","1.425,60D","1.537.052,25D"
2020/07/09,131770,"ENVIO TED","2.278,14D","1.539.330,39D"
2020/07/09,131906,"ENVIO TED","2.333,98D","1.541.664,37D"
2020/07/09,132005,"ENVIO TED","3.723,30D","1.545.387,67D"
2020/07/09,132108,"ENVIO TED","1.540,00D","1.546.927,67D"
2020/07/09,132238,"ENVIO TED","23.598,75D","1.570.526,42D"
2020/07/09,132430,"ENVIO TED","139.953,60D","1.710.480,02D"
2020/07/09,727220,"RESG AUTOM",1710480.02,0
2020/07/13,130936,"ENVIO TEV","2.130,40D","2.130,40D"
2020/07/13,130936,"ENVIO TEV","925,75D","3.056,15D"
2020/07/13,130936,"ENVIO TEV","555,45D","3.611,60D"
2020/07/13,130936,"ENVIO TEV","4.999,05D","8.610,65D"
2020/07/13,130936,"ENVIO TEV","11.294,15D","19.904,80D"
2020/07/13,142224,"ENVIO TED","831,60D","20.736,40D"
2020/07/13,149611,"ENVIO TED","106.752,00D","127.488,40D"
2020/07/13,150606,"ENVIO TED","20.714,20D","148.202,60D"
2020/07/13,156194,"ENVIO TED","2.400,00D","150.602,60D"
2020/07/13,156806,"ENVIO TED","126,30D","150.728,90D"
2020/07/13,159963,"ENVIO TED","120,00D","150.848,90D"
2020/07/13,160401,"ENVIO TED","3.249,95D","154.098,85D"
2020/07/13,160778,"ENVIO TED","295,45D","154.394,30D"
2020/07/13,161212,"ENVIO TED","112,00D","154.506,30D"
2020/07/13,162171,"ENVIO TED","2.699,00D","157.205,30D"
2020/07/13,163958,"ENVIO TED","23.099,90D","180.305,20D"
2020/07/13,164483,"ENVIO TED","14.100,00D","194.405,20D"
2020/07/13,165176,"ENVIO TED","11.100,00D","205.505,20D"
2020/07/13,166449,"ENVIO TED","800,00D","206.305,20D"
2020/07/13,167251,"ENVIO TED","10.903,20D","217.208,40D"
2020/07/13,168261,"ENVIO TED","7.700,00D","224.908,40D"
2020/07/13,727220,"RESG AUTOM",224908.4,0
2020/07/14,1,"CRED TED",9855.86,9855.86
2020/07/14,1,"CRED TED",4012.88,13868.74
2020/07/14,1,"CRED TED",304,14172.74
2020/07/14,1,"CRED TED",33900,48072.74
2020/07/14,990001,"APL AUTOM","48.072,74D",0
2020/07/15,1,"CRED TED",1000000,1000000
2020/07/15,1,"CRED TED",299000,1299000
2020/07/15,1,"CRED TED",800000,2099000
2020/07/15,120639,"ENVIO TED","111,60D",2098888.4
2020/07/15,150619,"ENVIO TED","66.800,00D",2032088.4
2020/07/15,151027,"ENVIO TEV","5.200,00D",2026888.4
2020/07/15,151027,"ENVIO TEV","52.636,77D",1974251.63
2020/07/15,151027,"ENVIO TEV","30.000,00D",1944251.63
2020/07/15,151027,"ENVIO TEV","1.380,00D",1942871.63
2020/07/15,151027,"ENVIO TEV","5.939,83D",1936931.8
2020/07/15,151027,"ENVIO TEV","16.991,86D",1919939.94
2020/07/15,151027,"ENVIO TEV","35.200,00D",1884739.94
2020/07/15,151221,"ENVIO TEV","375,00D",1884364.94
2020/07/15,152207,"ENVIO TED","31.504,50D",1852860.44
2020/07/15,153467,"ENVIO TED","65.762,53D",1787097.91
2020/07/15,153938,"ENVIO TED","52.397,52D",1734700.39
2020/07/15,155256,"ENVIO TED","302.306,29D",1432394.1
2020/07/15,157766,"ENVIO TED","6.073,20D",1426320.9
2020/07/15,161177,"ENVIO TED","3.498,00D",1422822.9
2020/07/15,161894,"ENVIO TED","15.162,00D",1407660.9
2020/07/15,162320,"ENVIO TED","12.180,00D",1395480.9
2020/07/15,990001,"APL AUTOM","1.395.480,90D",0
2020/07/17,58312,"PAG BOLETO","1.882,50D","1.882,50D"
2020/07/17,119390,"ENVIO TED","1.114,50D","2.997,00D"
2020/07/17,120263,"ENVIO TED","378,00D","3.375,00D"
2020/07/17,120523,"ENVIO TED","546,00D","3.921,00D"
2020/07/17,120750,"ENVIO TED","158,60D","4.079,60D"
2020/07/17,121635,"ENVIO TED","3.275,00D","7.354,60D"
2020/07/17,121863,"ENVIO TED","5.633,00D","12.987,60D"
2020/07/17,145679,"ENVIO TED","1.665,00D","14.652,60D"
2020/07/17,171429,"ENVIO TEV","148.015,10D","162.667,70D"
2020/07/17,171429,"ENVIO TEV","23.674,50D","186.342,20D"
2020/07/17,184882,"ENVIO TED","271.550,06D","457.892,26D"
2020/07/17,185529,"ENVIO TED","10.884,00D","468.776,26D"
2020/07/17,727220,"RESG AUTOM",468776.26,0
2020/07/20,139341,"ENVIO TED","30.547,75D","30.547,75D"
2020/07/20,139740,"ENVIO TED","59.947,92D","90.495,67D"
2020/07/20,200920,"ENVIO TEV","82.260,00D","172.755,67D"
2020/07/20,200920,"ENVIO TEV","106.163,42D","278.919,09D"
2020/07/20,727220,"RESG AUTOM",278919.09,0
2020/07/21,1,"CRED TED",68445.8,68445.8
2020/07/21,42391,"DOC ELET E","1.200,00D",67245.8
2020/07/21,108385,"ENVIO TED","1.759,98D",65485.82
2020/07/21,109376,"ENVIO TED","6.190,00D",59295.82
2020/07/21,110514,"ENVIO TED","1.515,00D",57780.82
2020/07/21,111312,"ENVIO TED","19.200,00D",38580.82
2020/07/21,123139,"ENVIO TED","1.666,00D",36914.82
2020/07/21,123980,"ENVIO TED","8.262,12D",28652.7
2020/07/21,124589,"ENVIO TED","5.423,43D",23229.27
2020/07/21,124997,"ENVIO TED","3.537,00D",19692.27
2020/07/21,125278,"ENVIO TED","330,00D",19362.27
2020/07/21,125552,"ENVIO TED","7.021,85D",12340.42
2020/07/21,125996,"ENVIO TED","19.658,10D","7.317,68D"
2020/07/21,126349,"ENVIO TED","5.838,56D","13.156,24D"
2020/07/21,126649,"ENVIO TED","2.369,58D","15.525,82D"
2020/07/21,126948,"ENVIO TED","509,58D","16.035,40D"
2020/07/21,127170,"ENVIO TED","1.528,74D","17.564,14D"
2020/07/21,127459,"ENVIO TED","2.011,87D","19.576,01D"
2020/07/21,127716,"ENVIO TED","4.214,09D","23.790,10D"
2020/07/21,138304,"ENVIO TED","6.076,00D","29.866,10D"
2020/07/21,138630,"ENVIO TED","396,00D","30.262,10D"
2020/07/21,138941,"ENVIO TED","10.120,00D","40.382,10D"
2020/07/21,727220,"RESG AUTOM",40382.1,0
2020/07/23,1,"CRED TED",20948.1,20948.1
2020/07/23,1,"CRED TED",200000,220948.1
2020/07/23,1,"CRED TED",20948.1,241896.2
2020/07/23,1,"CRED TED",500000,741896.2
2020/07/23,1,"CRED TED",37816,779712.2
2020/07/23,101046,"ENVIO TED","3.723,75D",775988.45
2020/07/23,101419,"ENVIO TED","2.730,00D",773258.45
2020/07/23,198243,"ENVIO TED","480,00D",772778.45
2020/07/23,199070,"ENVIO TED","520,00D",772258.45
2020/07/23,199919,"ENVIO TED","609,40D",771649.05
2020/07/23,231252,"ENVIO TEV","390,00D",771259.05
2020/07/23,990001,"APL AUTOM","771.259,05D",0
2020/07/24,1,"CRED TED",20948.1,20948.1
2020/07/24,1,"CRED TED",17840,38788.1
2020/07/24,1,"CRED TED",20948.1,59736.2
2020/07/24,1,"CRED TED",20948.1,80684.3
2020/07/24,1,"CRED TED",20948.1,101632.4
2020/07/24,183000,"ENVIO TED","17.002,51D",84629.89
2020/07/24,990001,"APL AUTOM","84.629,89D",0
2020/07/27,107091,"ENVIO TED","360,00D","360,00D"
2020/07/27,107891,"ENVIO TED","16.405,00D","16.765,00D"
2020/07/27,108558,"ENVIO TED","135.557,28D","152.322,28D"
2020/07/27,130371,"ENVIO TED","3.239,20D","155.561,48D"
2020/07/27,130926,"ENVIO TED","1.336,20D","156.897,68D"
2020/07/27,131261,"ENVIO TED","1.238,09D","158.135,77D"
2020/07/27,131690,"ENVIO TED","1.698,00D","159.833,77D"
2020/07/27,132430,"ENVIO TED","1.273,50D","161.107,27D"
2020/07/27,133916,"ENVIO TED","29.981,21D","191.088,48D"
2020/07/27,134418,"ENVIO TED","2.100,11D","193.188,59D"
2020/07/27,134893,"ENVIO TED","36.266,47D","229.455,06D"
2020/07/27,135303,"ENVIO TED","15.671,35D","245.126,41D"
2020/07/27,135911,"ENVIO TED","1.082,80D","246.209,21D"
2020/07/27,136635,"ENVIO TED","308,23D","246.517,44D"
2020/07/27,137814,"ENVIO TED","318,66D","246.836,10D"
2020/07/27,139301,"ENVIO TED","263,94D","247.100,04D"
2020/07/27,140388,"ENVIO TED","289,44D","247.389,48D"
2020/07/27,143327,"ENVIO TED","226.000,00D","473.389,48D"
2020/07/27,144322,"ENVIO TED","54.787,40D","528.176,88D"
2020/07/27,145251,"ENVIO TED","12.429,20D","540.606,08D"
2020/07/27,146055,"ENVIO TED","15.791,39D","556.397,47D"
2020/07/27,147435,"ENVIO TED","88.245,00D","644.642,47D"
2020/07/27,157385,"ENVIO TED","1.317,30D","645.959,77D"
2020/07/27,271002,"ENVIO TEV","810,00D","646.769,77D"
2020/07/27,727220,"RESG AUTOM",646769.77,0
2020/07/29,109814,"ENVIO TED","7.220,00D","7.220,00D"
2020/07/29,161042,"ENVIO TED","865,00D","8.085,00D"
2020/07/29,161797,"ENVIO TED","875,00D","8.960,00D"
2020/07/29,194445,"ENVIO TED","1.145,34D","10.105,34D"
2020/07/29,727220,"RESG AUTOM",10105.34,0
2020/07/31,130873,"ENVIO TED","5.675,00D","5.675,00D"
2020/07/31,131321,"ENVIO TED","137,60D","5.812,60D"
2020/07/31,131655,"ENVIO TED","2.350,00D","8.162,60D"
2020/07/31,132027,"ENVIO TED","10.508,34D","18.670,94D"
2020/07/31,132480,"ENVIO TED","2.138,40D","20.809,34D"
2020/07/31,133109,"ENVIO TED","10.473,94D","31.283,28D"
2020/07/31,133582,"ENVIO TED","7.177,44D","38.460,72D"
2020/07/31,134035,"ENVIO TED","3.226,86D","41.687,58D"
2020/07/31,134340,"ENVIO TED","1.957,06D","43.644,64D"
2020/07/31,134682,"ENVIO TED","2.522,00D","46.166,64D"
2020/07/31,135208,"ENVIO TED","125,00D","46.291,64D"
2020/07/31,136811,"ENVIO TED","450,00D","46.741,64D"
2020/07/31,152759,"ENVIO TED","351,88D","47.093,52D"
2020/07/31,153431,"ENVIO TED","1.680,00D","48.773,52D"
2020/07/31,153830,"ENVIO TED","700,00D","49.473,52D"
2020/07/31,154289,"ENVIO TED","11.946,89D","61.420,41D"
2020/07/31,154759,"ENVIO TED","4.870,26D","66.290,67D"
2020/07/31,156045,"ENVIO TED","1.967,57D","68.258,24D"
2020/07/31,157332,"ENVIO TED","2.038,00D","70.296,24D"
2020/07/31,157827,"ENVIO TED","563,00D","70.859,24D"
2020/07/31,158206,"ENVIO TED","2.844,25D","73.703,49D"
2020/07/31,158636,"ENVIO TED","546,15D","74.249,64D"
2020/07/31,160237,"ENVIO TED","5.391,00D","79.640,64D"
2020/07/31,160885,"ENVIO TED","4.193,00D","83.833,64D"
2020/07/31,160973,"ENVIO TED","12.750,00D","96.583,64D"
2020/07/31,162045,"ENVIO TED","555,80D","97.139,44D"
2020/07/31,162579,"ENVIO TED","315,60D","97.455,04D"
2020/07/31,166666,"ENVIO TED","3.019,80D","100.474,84D"
2020/07/31,180640,"ENVIO TED","3.019,80D","103.494,64D"
2020/07/31,181118,"ENVIO TED","3.019,80D","106.514,44D"
2020/07/31,181589,"ENVIO TED","3.019,80D","109.534,24D"
2020/07/31,191562,"ENVIO TED","103.200,00D","212.734,24D"
2020/07/31,193189,"ENVIO TED","500.000,00D","712.734,24D"
2020/07/31,193820,"ENVIO TED","219.829,34D","932.563,58D"
2020/07/31,310826,"ENVIO TEV","384,58D","932.948,16D"
2020/07/31,310826,"ENVIO TEV","3.019,80D","935.967,96D"
2020/07/31,310826,"ENVIO TEV","2.208.000,00D","3.143.967,96D"
2020/07/31,310826,"ENVIO TEV","5.616,38D","3.149.584,34D"
2020/07/31,310826,"ENVIO TEV","936.737,42D","4.086.321,76D"
2020/07/31,311319,"ENVIO TEV","78.240,00D","4.164.561,76D"
2020/07/31,311319,"ENVIO TEV","78.240,00D","4.242.801,76D"
2020/07/31,727220,"RESG AUTOM",4242801.76,0
2020/07/31,-,"SALDO FINAL",-,0
"                         Caixa Econômica Federal",,,,
"                              GovConta Caixa",,,,
"                     Extrato das Contas Individuais",,,,
,,,,
"Conta de Referência..: 0316/006/00624053-1 FUNDO MUNICIPAL DE SAUDE        ",,,,
"Data de Solicitação..: 11/05/2021 04:37:22 PM",,,,
"Data de Referência...: 01/08/2020 - 31/08/2020",,,,
,,,,
"Data Mov",Nr.Doc,Histórico,"Valor (R$)","Saldo (R$)"
2020/08/01,-,"SALDO ANTERIOR",-,0
2020/08/03,31317,"ENVIO TEV","5.222.348,71D","5.222.348,71D"
2020/08/03,727220,"RESG AUTOM",5222348.71,0
2020/08/04,1,"CRED TED",179200,179200
2020/08/04,1,"CRED TED",8424318.9,8603518.9
2020/08/04,1,"CRED TED",30872.13,8634391.03
2020/08/04,1,"CRED TED",876790.68,9511181.71
2020/08/04,136074,"DEVOL TED",7190,9518371.71
2020/08/04,40849,"ENVIO TEV","2.213.990,00D",7304381.71
2020/08/04,104766,"ENVIO TED","15.950,00D",7288431.71
2020/08/04,136074,"ENVIO TED","7.190,00D",7281241.71
2020/08/04,137318,"ENVIO TED","13.265,98D",7267975.73
2020/08/04,138091,"ENVIO TED","798,00D",7267177.73
2020/08/04,138636,"ENVIO TED","749,81D",7266427.92
2020/08/04,139640,"ENVIO TED","592,80D",7265835.12
2020/08/04,144357,"ENVIO TED","287,24D",7265547.88
2020/08/04,144818,"ENVIO TED","287,22D",7265260.66
2020/08/04,145823,"ENVIO TED","3.798,00D",7261462.66
2020/08/04,990001,"APL AUTOM","7.261.462,66D",0
2020/08/05,1,"CRED TED",89556,89556
2020/08/05,1,"CRED TED",29260,118816
2020/08/05,1,"CRED TED",28944.09,147760.09
2020/08/05,1,"CRED TED",207735.33,355495.42
2020/08/05,1,"CRED TED",7500,362995.42
2020/08/05,1,"CRED TED",146475,509470.42
2020/08/05,1,"CRED TED",18700,528170.42
2020/08/05,990001,"APL AUTOM","528.170,42D",0
2020/08/06,1,"CRED TED",204243.98,204243.98
2020/08/06,1,"CRED TED",507432,711675.98
2020/08/06,1,"CRED TED",1540,713215.98
2020/08/06,1,"CRED TED",3000,716215.98
2020/08/06,60851,"ENVIO TEV","220.534,10D",495681.88
2020/08/06,60947,"ENVIO TEV","333.333,00D",162348.88
2020/08/06,60947,"ENVIO TEV","150.000,00D",12348.88
2020/08/06,60947,"ENVIO TEV","191.940,00D","179.591,12D"
2020/08/06,136217,"ENVIO TED","638,40D","180.229,52D"
2020/08/06,137731,"ENVIO TED","368,60D","180.598,12D"
2020/08/06,138609,"ENVIO TED","4.500,00D","185.098,12D"
2020/08/06,139761,"ENVIO TED","720,00D","185.818,12D"
2020/08/06,140437,"ENVIO TED","27.107,45D","212.925,57D"
2020/08/06,140874,"ENVIO TED","2.775,00D","215.700,57D"
2020/08/06,141289,"ENVIO TED","225,00D","215.925,57D"
2020/08/06,141884,"ENVIO TED","135,00D","216.060,57D"
2020/08/06,142357,"ENVIO TED","595,91D","216.656,48D"
2020/08/06,143020,"ENVIO TED","4.333,00D","220.989,48D"
2020/08/06,143927,"ENVIO TED","5.132,36D","226.121,84D"
2020/08/06,144468,"ENVIO TED","7.263,14D","233.384,98D"
2020/08/06,145064,"ENVIO TED","530,00D","233.914,98D"
2020/08/06,145496,"ENVIO TED","2.677,50D","236.592,48D"
2020/08/06,146215,"ENVIO TED","1.375,00D","237.967,48D"
2020/08/06,146780,"ENVIO TED","12.560,50D","250.527,98D"
2020/08/06,147175,"ENVIO TED","12.560,50D","263.088,48D"
2020/08/06,147826,"ENVIO TED","5.929,13D","269.017,61D"
2020/08/06,148458,"ENVIO TED","8.961,10D","277.978,71D"
2020/08/06,148967,"ENVIO TED","1.650,00D","279.628,71D"
2020/08/06,149437,"ENVIO TED","7.756,86D","287.385,57D"
2020/08/06,150117,"ENVIO TED","9.975,85D","297.361,42D"
2020/08/06,150724,"ENVIO TED","2.691,17D","300.052,59D"
2020/08/06,154489,"ENVIO TED","8.317,00D","308.369,59D"
2020/08/06,155633,"ENVIO TED","6.655,92D","315.025,51D"
2020/08/06,156622,"ENVIO TED","11.736,39D","326.761,90D"
2020/08/06,727220,"RESG AUTOM",326761.9,0
2020/08/07,127316,"ENVIO TED","139.954,75D","139.954,75D"
2020/08/07,127670,"ENVIO TED","155.225,40D","295.180,15D"
2020/08/07,727220,"RESG AUTOM",295180.15,0
2020/08/10,1,"CRED TED",304,304
2020/08/10,1,"CRED TED",9855.86,10159.86
2020/08/10,1,"CRED TED",4012.88,14172.74
2020/08/10,185346,"DEVOL TED",350,14522.74
2020/08/10,100920,"ENVIO TEV","148.015,10D","133.492,36D"
