"                         Caixa Econômica Federal",,,,
"                              GovConta Caixa",,,,
"                     Extrato das Contas Individuais",,,,
,,,,
"Conta de Referência..: 0316/006/00624053-1 FUNDO MUNICIPAL DE SAUDE        ",,,,
"Data de Solicitação..: 11/05/2021 04:14:49 PM",,,,
"Data de Referência...: 01/03/2020 - 31/03/2020",,,,
,,,,
"Data Mov",Nr.Doc,Histórico,"Valor (R$)","Saldo (R$)"
2020/08/10,100920,"ENVIO TEV","23.674,50D","157.166,86D"
2020/08/10,100920,"ENVIO TEV","5.069,60D","162.236,46D"
2020/08/10,148274,"ENVIO TED","12.494,05D","174.730,51D"
2020/08/10,149124,"ENVIO TED","211,20D","174.941,71D"
2020/08/10,152154,"ENVIO TED","131,00D","175.072,71D"
2020/08/10,152808,"ENVIO TED","297,50D","175.370,21D"
2020/08/10,153776,"ENVIO TED","825,00D","176.195,21D"
2020/08/10,154352,"ENVIO TED","18,15D","176.213,36D"
2020/08/10,157638,"ENVIO TED","565,60D","176.778,96D"
2020/08/10,185346,"ENVIO TED","350,00D","177.128,96D"
2020/08/10,185598,"ENVIO TED","885,00D","178.013,96D"
2020/08/10,727220,"RESG AUTOM",178013.96,0
2020/08/11,111324,"ENVIO TEV","998.467,67D","998.467,67D"
2020/08/11,111324,"ENVIO TEV","52.636,77D","1.051.104,44D"
2020/08/11,111324,"ENVIO TEV","88.595,17D","1.139.699,61D"
2020/08/11,155325,"ENVIO TED","175.000,00D","1.314.699,61D"
2020/08/11,727220,"RESG AUTOM",1314699.61,0
2020/08/12,125909,"ENVIO TED","4.200,00D","4.200,00D"
2020/08/12,126365,"ENVIO TED","4.952,00D","9.152,00D"
2020/08/12,126683,"ENVIO TED","58,50D","9.210,50D"
2020/08/12,127123,"ENVIO TED","2.400,00D","11.610,50D"
2020/08/12,127864,"ENVIO TED","2.400,00D","14.010,50D"
2020/08/12,727220,"RESG AUTOM",14010.5,0
2020/08/14,133091,"ENVIO TED","383.036,95D","383.036,95D"
2020/08/14,133702,"ENVIO TED","7.000,00D","390.036,95D"
2020/08/14,141018,"ENVIO TEV","11.294,15D","401.331,10D"
2020/08/14,141018,"ENVIO TEV","586.735,40D","988.066,50D"
2020/08/14,141018,"ENVIO TEV","555,45D","988.621,95D"
2020/08/14,141018,"ENVIO TEV","4.999,05D","993.621,00D"
2020/08/14,141018,"ENVIO TEV","2.048,20D","995.669,20D"
2020/08/14,141018,"ENVIO TEV","925,75D","996.594,95D"
2020/08/14,154810,"ENVIO TED","52.397,52D","1.048.992,47D"
2020/08/14,156601,"ENVIO TED","308.498,29D","1.357.490,76D"
2020/08/14,162133,"ENVIO TED","1.152,97D","1.358.643,73D"
2020/08/14,163024,"ENVIO TED","630,00D","1.359.273,73D"
2020/08/14,164382,"ENVIO TED","6.050,00D","1.365.323,73D"
2020/08/14,164815,"ENVIO TED","2.876,30D","1.368.200,03D"
2020/08/14,165432,"ENVIO TED","10.409,62D","1.378.609,65D"
2020/08/14,165912,"ENVIO TED","478,00D","1.379.087,65D"
2020/08/14,727220,"RESG AUTOM",1379087.65,0
2020/08/17,1,"CRED TED",68445.8,68445.8
2020/08/17,1,"CRED TED",20960.49,89406.29
2020/08/17,990001,"APL AUTOM","89.406,29D",0
2020/08/18,1,"CRED TED",18250,18250
2020/08/18,133486,"ENVIO TED","7.052,13D",11197.87
2020/08/18,133781,"ENVIO TED","240,00D",10957.87
2020/08/18,134246,"ENVIO TED","2.100,00D",8857.87
2020/08/18,134988,"ENVIO TED","4.518,70D",4339.17
2020/08/18,135396,"ENVIO TED","3.307,20D",1031.97
2020/08/18,136287,"ENVIO TED","438,00D",593.97
2020/08/18,136805,"ENVIO TED","7.177,44D","6.583,47D"
2020/08/18,137215,"ENVIO TED","4.214,09D","10.797,56D"
2020/08/18,137601,"ENVIO TED","2.011,87D","12.809,43D"
2020/08/18,138187,"ENVIO TED","249,70D","13.059,13D"
2020/08/18,138641,"ENVIO TED","6.153,86D","19.212,99D"
2020/08/18,139002,"ENVIO TED","374,55D","19.587,54D"
2020/08/18,180927,"ENVIO TEV","5.939,83D","25.527,37D"
2020/08/18,180927,"ENVIO TEV","16.991,86D","42.519,23D"
2020/08/18,727220,"RESG AUTOM",42519.23,0
2020/08/19,133467,"ENVIO TED","78.458,62D","78.458,62D"
2020/08/19,727220,"RESG AUTOM",78458.62,0
2020/08/20,95330,"PAG BOLETO","800,00D","800,00D"
2020/08/20,95351,"PAG BOLETO","870,00D","1.670,00D"
2020/08/20,255965,"PAG FONE","323,30D","1.993,30D"
2020/08/20,124548,"ENVIO TED","113,10D","2.106,40D"
2020/08/20,125130,"ENVIO TED","1.546,00D","3.652,40D"
2020/08/20,127955,"ENVIO TED","5.838,56D","9.490,96D"
2020/08/20,128598,"ENVIO TED","520,00D","10.010,96D"
2020/08/20,129001,"ENVIO TED","362,12D","10.373,08D"
2020/08/20,200858,"ENVIO TEV","502,40D","10.875,48D"
2020/08/20,727220,"RESG AUTOM",10875.48,0
2020/08/24,513514,"PG LUZ/GAS","857,24D","857,24D"
2020/08/24,513515,"PG LUZ/GAS","738,15D","1.595,39D"
2020/08/24,135929,"ENVIO TED","798,00D","2.393,39D"
2020/08/24,138198,"ENVIO TED","1.850,00D","4.243,39D"
2020/08/24,138736,"ENVIO TED","5.199,60D","9.442,99D"
2020/08/24,139647,"ENVIO TED","204.100,00D","213.542,99D"
2020/08/24,140382,"ENVIO TED","7.021,85D","220.564,84D"
2020/08/24,140794,"ENVIO TED","330,00D","220.894,84D"
2020/08/24,727220,"RESG AUTOM",220894.84,0
2020/08/25,1,"CRED TED",3358162,3358162
2020/08/25,1,"CRED TED",11670374,15028536
2020/08/25,990001,"APL AUTOM","15.028.536,00D",0
2020/08/26,166130,"ENVIO TED","356,50D","356,50D"
2020/08/26,167116,"ENVIO TED","1.527,47D","1.883,97D"
2020/08/26,168744,"ENVIO TED","1.932,00D","3.815,97D"
2020/08/26,169713,"ENVIO TED","3.079,00D","6.894,97D"
2020/08/26,171221,"ENVIO TED","1.210,00D","8.104,97D"
2020/08/26,174545,"ENVIO TED","680,45D","8.785,42D"
2020/08/26,175282,"ENVIO TED","12.494,05D","21.279,47D"
2020/08/26,176193,"ENVIO TED","14.103,76D","35.383,23D"
2020/08/26,177237,"ENVIO TED","23.833,17D","59.216,40D"
2020/08/26,177844,"ENVIO TED","12.000,00D","71.216,40D"
2020/08/26,178808,"ENVIO TED","371.491,38D","442.707,78D"
2020/08/26,179370,"ENVIO TED","59.947,92D","502.655,70D"
2020/08/26,180054,"ENVIO TED","30.547,75D","533.203,45D"
2020/08/26,180717,"ENVIO TED","17.002,51D","550.205,96D"
2020/08/26,181413,"ENVIO TED","5.423,43D","555.629,39D"
2020/08/26,182317,"ENVIO TED","5.029,88D","560.659,27D"
2020/08/26,182888,"ENVIO TED","1.120,00D","561.779,27D"
2020/08/26,182907,"ENVIO TED","2.347,80D","564.127,07D"
2020/08/26,183722,"ENVIO TED","2.999,99D","567.127,06D"
2020/08/26,727220,"RESG AUTOM",567127.06,0
2020/08/28,243683,"PAG FONE","519,21D","519,21D"
2020/08/28,154054,"ENVIO TED","15.791,39D","16.310,60D"
2020/08/28,154895,"ENVIO TED","1.592,83D","17.903,43D"
2020/08/28,155738,"ENVIO TED","3.019,80D","20.923,23D"
2020/08/28,156400,"ENVIO TED","3.019,80D","23.943,03D"
2020/08/28,157131,"ENVIO TED","3.019,80D","26.962,83D"
2020/08/28,164594,"ENVIO TED","3.019,80D","29.982,63D"
2020/08/28,165054,"ENVIO TED","4.209,20D","34.191,83D"
2020/08/28,165461,"ENVIO TED","5.197,08D","39.388,91D"
2020/08/28,165844,"ENVIO TED","1.180,76D","40.569,67D"
2020/08/28,166166,"ENVIO TED","266,94D","40.836,61D"
2020/08/28,166457,"ENVIO TED","65,07D","40.901,68D"
2020/08/28,166778,"ENVIO TED","68,00D","40.969,68D"
2020/08/28,167122,"ENVIO TED","688,00D","41.657,68D"
2020/08/28,167536,"ENVIO TED","240,15D","41.897,83D"
2020/08/28,167848,"ENVIO TED","5,20D","41.903,03D"
2020/08/28,281034,"ENVIO TEV","1.836,16D","43.739,19D"
2020/08/28,281034,"ENVIO TEV","3.855,18D","47.594,37D"
2020/08/28,281034,"ENVIO TEV","506,52D","48.100,89D"
2020/08/28,281034,"ENVIO TEV","3.019,80D","51.120,69D"
2020/08/28,281034,"ENVIO TEV","82.260,00D","133.380,69D"
2020/08/28,727220,"RESG AUTOM",133380.69,0
2020/08/31,1,"CRED TED",3312000,3312000
2020/08/31,151398,"ENVIO TED","82.560,00D",3229440
2020/08/31,152504,"ENVIO TED","500.000,00D",2729440
2020/08/31,153252,"ENVIO TED","240.681,60D",2488758.4
2020/08/31,151398,"DOC/TED ELETRONICO","10,00D",2488748.4
2020/08/31,152504,"DOC/TED ELETRONICO","10,00D",2488738.4
2020/08/31,153252,"DOC/TED ELETRONICO","10,00D",2488728.4
2020/08/31,990001,"APL AUTOM","2.488.728,40D",0
2020/08/31,-,"SALDO FINAL",-,0
"                         Caixa Econômica Federal",,,,
"                              GovConta Caixa",,,,
"                     Extrato das Contas Individuais",,,,
,,,,
"Conta de Referência..: 0316/006/00624053-1 FUNDO MUNICIPAL DE SAUDE        ",,,,
"Data de Solicitação..: 11/05/2021 04:37:39 PM",,,,
"Data de Referência...: 01/09/2020 - 30/09/2020",,,,
,,,,
"Data Mov",Nr.Doc,Histórico,"Valor (R$)","Saldo (R$)"
2020/09/01,-,"SALDO ANTERIOR",-,0
2020/09/01,10949,"ENVIO TEV","273,00D","273,00D"
2020/09/01,11424,"ENVIO TEV","7.160,60D","7.433,60D"
2020/09/01,158946,"ENVIO TED","18.329,85D","25.763,45D"
2020/09/01,160337,"ENVIO TED","430,60D","26.194,05D"
2020/09/01,161492,"ENVIO TED","209.400,00D","235.594,05D"
2020/09/01,162001,"ENVIO TED","287,24D","235.881,29D"
2020/09/01,162443,"ENVIO TED","287,22D","236.168,51D"
2020/09/01,163132,"ENVIO TED","142,60D","236.311,11D"
2020/09/01,158946,"DOC/TED ELETRONICO","10,00D","236.321,11D"
2020/09/01,160337,"DOC/TED ELETRONICO","10,00D","236.331,11D"
2020/09/01,161492,"DOC/TED ELETRONICO","10,00D","236.341,11D"
2020/09/01,162001,"DOC/TED ELETRONICO","10,00D","236.351,11D"
2020/09/01,162443,"DOC/TED ELETRONICO","10,00D","236.361,11D"
2020/09/01,163132,"DOC/TED ELETRONICO","10,00D","236.371,11D"
2020/09/01,727220,"RESG AUTOM",236371.11,0
2020/09/02,1,"CRED TED",876790.68,876790.68
2020/09/02,1,"CRED TED",51740,928530.68
2020/09/02,1,"CRED TED",8530318.9,9458849.58
2020/09/02,1,"CRED TED",179200,9638049.58
2020/09/02,1,"CRED TED",30872.13,9668921.71
2020/09/02,1,"CRED TED",3000,9671921.71
2020/09/02,1,"CRED TED",146475,9818396.71
2020/09/02,1,"CRED TED",207735.33,10026132.04
2020/09/02,21200,"ENVIO TEV","220.534,10D",9805597.94
2020/09/02,990001,"APL AUTOM","9.805.597,94D",0
2020/09/03,1,"CRED TED",28944.09,28944.09
2020/09/03,1,"CRED TED",1540,30484.09
2020/09/03,1,"CRED TED",18700,49184.09
2020/09/03,1,"CRED TED",29260,78444.09
2020/09/03,1,"CRED TED",7500,85944.09
2020/09/03,132598,"DEVOL TED",217601.46,303545.55
2020/09/03,133597,"DEVOL TED",217601.46,521147.01
2020/09/03,134446,"DEVOL TED",156490.43,677637.44
2020/09/03,30937,"ENVIO TEV","150.000,00D",527637.44
2020/09/03,30937,"ENVIO TEV","198.681,00D",328956.44
2020/09/03,30937,"ENVIO TEV","2.213.990,00D","1.885.033,56D"
2020/09/03,30937,"ENVIO TEV","78.240,00D","1.963.273,56D"
2020/09/03,30937,"ENVIO TEV","2.208.000,00D","4.171.273,56D"
2020/09/03,30937,"ENVIO TEV","3.199,50D","4.174.473,06D"
2020/09/03,30937,"ENVIO TEV","500.000,00D","4.674.473,06D"
2020/09/03,30937,"ENVIO TEV","2.295,00D","4.676.768,06D"
2020/09/03,100153,"ENVIO TED","5.132,36D","4.681.900,42D"
2020/09/03,100739,"ENVIO TED","2.691,17D","4.684.591,59D"
2020/09/03,103266,"ENVIO TED","2.424,84D","4.687.016,43D"
2020/09/03,132598,"ENVIO TED","217.601,46D","4.904.617,89D"
2020/09/03,133597,"ENVIO TED","217.601,46D","5.122.219,35D"
2020/09/03,134446,"ENVIO TED","156.490,43D","5.278.709,78D"
2020/09/03,153485,"ENVIO TED","20,00D","5.278.729,78D"
2020/09/03,154621,"ENVIO TED","39.672,52D","5.318.402,30D"
2020/09/03,155535,"ENVIO TED","12.654,67D","5.331.056,97D"
2020/09/03,156264,"ENVIO TED","11.736,39D","5.342.793,36D"
2020/09/03,156897,"ENVIO TED","155.225,40D","5.498.018,76D"
2020/09/03,157721,"ENVIO TED","36.846,57D","5.534.865,33D"
2020/09/03,158513,"ENVIO TED","139.878,49D","5.674.743,82D"
2020/09/03,159407,"ENVIO TED","71.278,08D","5.746.021,90D"
2020/09/03,171053,"ENVIO TED","3.100,00D","5.749.121,90D"
2020/09/03,176396,"ENVIO TED","1.531,05D","5.750.652,95D"
2020/09/03,176995,"ENVIO TED","1.200,00D","5.751.852,95D"
2020/09/03,179014,"ENVIO TED","3.840,00D","5.755.692,95D"
2020/09/03,179473,"ENVIO TED","2.396,40D","5.758.089,35D"
2020/09/03,179916,"ENVIO TED","1.843,00D","5.759.932,35D"
2020/09/03,180441,"ENVIO TED","2.785,20D","5.762.717,55D"
2020/09/03,181524,"ENVIO TED","13.124,14D","5.775.841,69D"
2020/09/03,181963,"ENVIO TED","2.862,96D","5.778.704,65D"
2020/09/03,182344,"ENVIO TED","446,40D","5.779.151,05D"
2020/09/03,182709,"ENVIO TED","3.404,00D","5.782.555,05D"
2020/09/03,183016,"ENVIO TED","1.281,16D","5.783.836,21D"
2020/09/03,183371,"ENVIO TED","114,00D","5.783.950,21D"
2020/09/03,183430,"ENVIO TED","1.286,00D","5.785.236,21D"
2020/09/03,183738,"ENVIO TED","51,00D","5.785.287,21D"
2020/09/03,183973,"ENVIO TED","1.989,00D","5.787.276,21D"
2020/09/03,184254,"ENVIO TED","3.417,00D","5.790.693,21D"
2020/09/03,184617,"ENVIO TED","14.000,00D","5.804.693,21D"
2020/09/03,184662,"ENVIO TED","5.184,00D","5.809.877,21D"
2020/09/03,185090,"ENVIO TED","39.798,52D","5.849.675,73D"
2020/09/03,185276,"ENVIO TED","778,00D","5.850.453,73D"
2020/09/03,185535,"ENVIO TED","1.712,49D","5.852.166,22D"
2020/09/03,185830,"ENVIO TED","3.496,00D","5.855.662,22D"
2020/09/03,185993,"ENVIO TED","396,00D","5.856.058,22D"
2020/09/03,186818,"ENVIO TED","240,00D","5.856.298,22D"
2020/09/03,187770,"ENVIO TED","2.849,00D","5.859.147,22D"
2020/09/03,187951,"ENVIO TED","12.560,50D","5.871.707,72D"
2020/09/03,188388,"ENVIO TED","12.560,50D","5.884.268,22D"
2020/09/03,188889,"ENVIO TED","8.317,00D","5.892.585,22D"
2020/09/03,188998,"ENVIO TED","1.600,00D","5.894.185,22D"
2020/09/03,189530,"ENVIO TED","6.655,92D","5.900.841,14D"
2020/09/03,190213,"ENVIO TED","8.961,10D","5.909.802,24D"
2020/09/03,190930,"ENVIO TED","1.650,00D","5.911.452,24D"
2020/09/03,191854,"ENVIO TED","7.756,86D","5.919.209,10D"
2020/09/03,193193,"ENVIO TED","9.975,85D","5.929.184,95D"
2020/09/03,100153,"DOC/TED ELETRONICO","10,00D","5.929.194,95D"
2020/09/03,100739,"DOC/TED ELETRONICO","10,00D","5.929.204,95D"
2020/09/03,103266,"DOC/TED ELETRONICO","10,00D","5.929.214,95D"
2020/09/03,132598,"DOC/TED ELETRONICO","10,00D","5.929.224,95D"
2020/09/03,133597,"DOC/TED ELETRONICO","10,00D","5.929.234,95D"
2020/09/03,134446,"DOC/TED ELETRONICO","10,00D","5.929.244,95D"
2020/09/03,153485,"DOC/TED ELETRONICO","10,00D","5.929.254,95D"
2020/09/03,154621,"DOC/TED ELETRONICO","10,00D","5.929.264,95D"
2020/09/03,155535,"DOC/TED ELETRONICO","10,00D","5.929.274,95D"
2020/09/03,156264,"DOC/TED ELETRONICO","10,00D","5.929.284,95D"
2020/09/03,156897,"DOC/TED ELETRONICO","10,00D","5.929.294,95D"
2020/09/03,157721,"DOC/TED ELETRONICO","10,00D","5.929.304,95D"
2020/09/03,158513,"DOC/TED ELETRONICO","10,00D","5.929.314,95D"
2020/09/03,159407,"DOC/TED ELETRONICO","10,00D","5.929.324,95D"
2020/09/03,171053,"DOC/TED ELETRONICO","10,00D","5.929.334,95D"
2020/09/03,176396,"DOC/TED ELETRONICO","10,00D","5.929.344,95D"
2020/09/03,176995,"DOC/TED ELETRONICO","10,00D","5.929.354,95D"
2020/09/03,179014,"DOC/TED ELETRONICO","10,00D","5.929.364,95D"
2020/09/03,179473,"DOC/TED ELETRONICO","10,00D","5.929.374,95D"
2020/09/03,179916,"DOC/TED ELETRONICO","10,00D","5.929.384,95D"
2020/09/03,180441,"DOC/TED ELETRONICO","10,00D","5.929.394,95D"
2020/09/03,181524,"DOC/TED ELETRONICO","10,00D","5.929.404,95D"
2020/09/03,181963,"DOC/TED ELETRONICO","10,00D","5.929.414,95D"
2020/09/03,182344,"DOC/TED ELETRONICO","10,00D","5.929.424,95D"
2020/09/03,182709,"DOC/TED ELETRONICO","10,00D","5.929.434,95D"
2020/09/03,183016,"DOC/TED ELETRONICO","10,00D","5.929.444,95D"
2020/09/03,183371,"DOC/TED ELETRONICO","10,00D","5.929.454,95D"
2020/09/03,183430,"DOC/TED ELETRONICO","10,00D","5.929.464,95D"
2020/09/03,183738,"DOC/TED ELETRONICO","10,00D","5.929.474,95D"
2020/09/03,183973,"DOC/TED ELETRONICO","10,00D","5.929.484,95D"
2020/09/03,184254,"DOC/TED ELETRONICO","10,00D","5.929.494,95D"
2020/09/03,184617,"DOC/TED ELETRONICO","10,00D","5.929.504,95D"
2020/09/03,184662,"DOC/TED ELETRONICO","10,00D","5.929.514,95D"
2020/09/03,185090,"DOC/TED ELETRONICO","10,00D","5.929.524,95D"
2020/09/03,185276,"DOC/TED ELETRONICO","10,00D","5.929.534,95D"
2020/09/03,185535,"DOC/TED ELETRONICO","10,00D","5.929.544,95D"
2020/09/03,185830,"DOC/TED ELETRONICO","10,00D","5.929.554,95D"
2020/09/03,185993,"DOC/TED ELETRONICO","10,00D","5.929.564,95D"
2020/09/03,186818,"DOC/TED ELETRONICO","10,00D","5.929.574,95D"
2020/09/03,187770,"DOC/TED ELETRONICO","10,00D","5.929.584,95D"
2020/09/03,187951,"DOC/TED ELETRONICO","10,00D","5.929.594,95D"
2020/09/03,188388,"DOC/TED ELETRONICO","10,00D","5.929.604,95D"
2020/09/03,188889,"DOC/TED ELETRONICO","10,00D","5.929.614,95D"
2020/09/03,188998,"DOC/TED ELETRONICO","10,00D","5.929.624,95D"
2020/09/03,189530,"DOC/TED ELETRONICO","10,00D","5.929.634,95D"
2020/09/03,190213,"DOC/TED ELETRONICO","10,00D","5.929.644,95D"
2020/09/03,190930,"DOC/TED ELETRONICO","10,00D","5.929.654,95D"
2020/09/03,191854,"DOC/TED ELETRONICO","10,00D","5.929.664,95D"
2020/09/03,193193,"DOC/TED ELETRONICO","10,00D","5.929.674,95D"
2020/09/03,727220,"RESG AUTOM",5929674.95,0
2020/09/08,1,"CRED TED",2208000,2208000
2020/09/08,1,"CRED TED",204243.98,2412243.98
2020/09/08,1,"CRED TED",20960.49,2433204.47
2020/09/08,122595,"ENVIO TED","139.955,20D",2293249.27
2020/09/08,185735,"ENVIO TED","350,00D",2292899.27
2020/09/08,990001,"APL AUTOM","2.292.899,27D",0
2020/09/09,0,"DP DINH AG",580,580
2020/09/09,91117,"ENVIO TEV","558,00D",22
2020/09/09,91117,"ENVIO TEV","998.467,67D","998.445,67D"
2020/09/09,91117,"ENVIO TEV","88.595,17D","1.087.040,84D"
2020/09/09,101691,"ENVIO TED","39,00D","1.087.079,84D"
2020/09/09,102896,"ENVIO TED","4.249,35D","1.091.329,19D"
2020/09/09,105009,"ENVIO TED","389,97D","1.091.719,16D"
2020/09/09,106347,"ENVIO TED","12.563,74D","1.104.282,90D"
2020/09/09,167352,"ENVIO TED","13.101,00D","1.117.383,90D"
2020/09/09,168119,"ENVIO TED","15.525,00D","1.132.908,90D"
2020/09/09,168643,"ENVIO TED","5.175,00D","1.138.083,90D"
2020/09/09,169320,"ENVIO TED","79.500,00D","1.217.583,90D"
2020/09/09,193194,"ENVIO TED","749,81D","1.218.333,71D"
2020/09/09,193925,"ENVIO TED","8.517,57D","1.226.851,28D"
2020/09/09,194500,"ENVIO TED","1.247,00D","1.228.098,28D"
2020/09/09,195486,"ENVIO TED","10.064,00D","1.238.162,28D"
2020/09/09,196143,"ENVIO TED","23.835,00D","1.261.997,28D"
2020/09/09,196582,"ENVIO TED","1.380,00D","1.263.377,28D"
2020/09/09,197114,"ENVIO TED","3.723,30D","1.267.100,58D"
2020/09/09,197599,"ENVIO TED","840,00D","1.267.940,58D"
2020/09/09,197992,"ENVIO TED","25,43D","1.267.966,01D"
2020/09/09,198585,"ENVIO TED","2.692,80D","1.270.658,81D"
2020/09/09,199190,"ENVIO TED","798,00D","1.271.456,81D"
2020/09/09,199849,"ENVIO TED","6.867,36D","1.278.324,17D"
2020/09/09,727220,"RESG AUTOM",1278324.17,0
2020/09/11,102984,"ENVIO TED","3.073,00D","3.073,00D"
2020/09/11,104009,"ENVIO TED","6.200,00D","9.273,00D"
2020/09/11,104802,"ENVIO TED","412,67D","9.685,67D"
2020/09/11,110909,"ENVIO TEV","23.674,50D","33.360,17D"
2020/09/11,110909,"ENVIO TEV","52.636,77D","85.996,94D"
2020/09/11,110909,"ENVIO TEV","148.015,10D","234.012,04D"
2020/09/11,134052,"ENVIO TED","7.190,00D","241.202,04D"
2020/09/11,135475,"ENVIO TED","225,60D","241.427,64D"
2020/09/11,138010,"ENVIO TED","175.000,00D","416.427,64D"
2020/09/11,142430,"ENVIO TED","1.157,50D","417.585,14D"
2020/09/11,142865,"ENVIO TED","3.229,47D","420.814,61D"
2020/09/11,146357,"ENVIO TED","565,60D","421.380,21D"
2020/09/11,148280,"ENVIO TED","3.300,00D","424.680,21D"
2020/09/11,148744,"ENVIO TED","2.088,00D","426.768,21D"
2020/09/11,149470,"ENVIO TED","588,00D","427.356,21D"
2020/09/11,150253,"ENVIO TED","1.820,00D","429.176,21D"
2020/09/11,151597,"ENVIO TED","476,00D","429.652,21D"
2020/09/11,152068,"ENVIO TED","12.558,00D","442.210,21D"
2020/09/11,152802,"ENVIO TED","1.110,00D","443.320,21D"
2020/09/11,153410,"ENVIO TED","5.320,00D","448.640,21D"
2020/09/11,154139,"ENVIO TED","4.050,00D","452.690,21D"
2020/09/11,155089,"ENVIO TED","20.521,38D","473.211,59D"
2020/09/11,155825,"ENVIO TED","6.000,00D","479.211,59D"
2020/09/11,158157,"ENVIO TED","1.522,63D","480.734,22D"
2020/09/11,158537,"ENVIO TED","7.328,96D","488.063,18D"
2020/09/11,158908,"ENVIO TED","2.395,44D","490.458,62D"
2020/09/11,727220,"RESG AUTOM",490458.62,0
2020/09/14,178384,"ENVIO TED","174.750,65D","174.750,65D"
2020/09/14,727220,"RESG AUTOM",174750.65,0
2020/09/15,1,"CRED TED",768,768
2020/09/15,151118,"ENVIO TEV","15.484,80D","14.716,80D"
2020/09/15,151138,"ENVIO TEV","11.294,15D","26.010,95D"
44089,151138,"ENVIO TEV","4.999,05D","31.010,00D"
44089,151138,"ENVIO TEV","586.735,40D","617.745,40D"
44089,151138,"ENVIO TEV","555,45D","618.300,85D"
44089,151138,"ENVIO TEV","925,75D","619.226,60D"
44089,151322,"ENVIO TEV","2.412,10D","621.638,70D"
44089,158937,"ENVIO TED","8.585,00D","630.223,70D"
44089,159322,"ENVIO TED","575,00D","630.798,70D"
44089,160516,"ENVIO TED","3.610,00D","634.408,70D"
44089,160914,"ENVIO TED","8.742,62D","643.151,32D"
44089,161329,"ENVIO TED","1.864,80D","645.016,12D"
44089,161701,"ENVIO TED","515,31D","645.531,43D"
44089,162250,"ENVIO TED","7.832,00D","653.363,43D"
44089,162603,"ENVIO TED","1.528,74D","654.892,17D"
44089,163152,"ENVIO TED","509,58D","655.401,75D"
44089,163535,"ENVIO TED","2.369,58D","657.771,33D"
44089,164110,"ENVIO TED","7.263,14D","665.034,47D"
44089,164928,"ENVIO TED","115,00D","665.149,47D"
44089,165345,"ENVIO TED","1.456,00D","666.605,47D"
44089,166047,"ENVIO TED","1.792,00D","668.397,47D"
44089,167013,"ENVIO TED","528,36D","668.925,83D"
44089,169771,"ENVIO TED","2.400,00D","671.325,83D"
44089,179312,"ENVIO TED","308.286,03D","979.611,86D"
44089,191522,"ENVIO TED","14.908,00D","994.519,86D"
44089,192202,"ENVIO TED","98.000,00D","1.092.519,86D"
44089,192731,"ENVIO TED","767,68D","1.093.287,54D"
44089,193282,"ENVIO TED","1.353,00D","1.094.640,54D"
44089,727220,"RESG AUTOM",1094640.54,0
44091,120599,"ENVIO TED","7.200,00D","7.200,00D"
44091,171113,"ENVIO TEV","5.939,83D","13.139,83D"
44091,171113,"ENVIO TEV","16.991,86D","30.131,69D"
44091,727220,"RESG AUTOM",30131.69,0
44092,1,"CRED TED",60000,60000
44092,1,"CRED TED",80000,140000
44092,1,"CRED TED",100000,240000
44092,1,"CRED TED",60000,300000
44092,1,"CRED TED",15000,315000
44092,990001,"APL AUTOM","315.000,00D",0
44095,131881,"ENVIO TED","1.828,00D","1.828,00D"
44095,135453,"ENVIO TED","6.108,00D","7.936,00D"
44095,136163,"ENVIO TED","593,00D","8.529,00D"
44095,136480,"ENVIO TED","1.690,00D","10.219,00D"
44095,136873,"ENVIO TED","4.214,09D","14.433,09D"
44095,137301,"ENVIO TED","1.003,00D","15.436,09D"
44095,137722,"ENVIO TED","2.011,87D","17.447,96D"
44095,139862,"ENVIO TED","204.100,00D","221.547,96D"
44095,140366,"ENVIO TED","3.309,90D","224.857,86D"
44095,142881,"ENVIO TED","2.919,28D","227.777,14D"
44095,143324,"ENVIO TED","2.919,28D","230.696,42D"
44095,145465,"ENVIO TED","2.369,58D","233.066,00D"
44095,145988,"ENVIO TED","509,58D","233.575,58D"
44095,146314,"ENVIO TED","1.528,74D","235.104,32D"
44095,146935,"ENVIO TED","52.397,52D","287.501,84D"
44095,147325,"ENVIO TED","798,00D","288.299,84D"
44095,147776,"ENVIO TED","4.522,00D","292.821,84D"
44095,148297,"ENVIO TED","25,00D","292.846,84D"
44095,149928,"ENVIO TED","603,35D","293.450,19D"
44095,155441,"ENVIO TED","74.323,07D","367.773,26D"
44095,195107,"ENVIO TED","1.856,00D","369.629,26D"
44095,196017,"ENVIO TED","5.400,00D","375.029,26D"
44095,196823,"ENVIO TED","11.500,00D","386.529,26D"
44095,210928,"ENVIO TEV","5.568,00D","392.097,26D"
44095,727220,"RESG AUTOM",392097.26,0
44097,138480,"DEVOL TED",260,260
44097,546570,"PG LUZ/GAS","685,96D","425,96D"
44097,546582,"PG LUZ/GAS","996,49D","1.422,45D"
44097,138480,"ENVIO TED","260,00D","1.682,45D"
44097,140199,"ENVIO TED","1.546,00D","3.228,45D"
44097,140803,"ENVIO TED","699,94D","3.928,39D"
